pcd7,pcd8,pcds,dointr,doterm,usertype,oseast1m,osnrth1m,oa21cd,oac11cd,oac11nm,wz11cd,wzc11cd,wzc11nm,lsoa21cd,lsoa21nm,msoa21cd,msoa21nm,soac11cd,soac11nm,ladcd,ladnm,ladnmw,laccd,lacnm
AB1 4DY,AB1  4DY,AB1 4DY,199405,199606,0,394856,800732,S00090866,6B2,White suburban communities,S34003144,D2,Primarily residential suburbs,S01006616,,S02001255,,3A,Achieving neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EA,AB1  4EA,AB1 4EA,198001,199606,0,394920,804370,S00089128,8C3,Renting hard-pressed workers,S34002980,E1,Mining and quarrying facilities,S01006630,,S02001257,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EB,AB1  4EB,AB1 4EB,198001,199606,0,395090,804460,S00089125,7C1,Challenged transitionaries,S34003154,E1,Mining and quarrying facilities,S01006633,,S02001258,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4ED,AB1  4ED,AB1 4ED,198001,199606,0,395230,804460,S00089125,7C1,Challenged transitionaries,S34003154,E1,Mining and quarrying facilities,S01006633,,S02001258,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EF,AB1  4EF,AB1 4EF,199512,199606,0,394512,800720,S00090868,5A2,Multi-ethnic professionals with families,S34003043,D2,Primarily residential suburbs,S01006613,,S02001255,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EG,AB1  4EG,AB1 4EG,199512,199606,0,394544,800655,S00090867,5B3,Self-sufficient retirement,S34003043,D2,Primarily residential suburbs,S01006613,,S02001255,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EH,AB1  4EH,AB1 4EH,199512,199606,0,394645,800715,S00090862,6B3,Semi-detached ageing,S34003043,D2,Primarily residential suburbs,S01006616,,S02001255,,3A,Achieving neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EJ,AB1  4EJ,AB1 4EJ,198001,199606,0,395430,804480,S00089121,7A1,Transitional Eastern European neighbourhood,S34003142,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EL,AB1  4EL,AB1 4EL,198001,199606,0,395340,804430,S00089125,7C1,Challenged transitionaries,S34003154,E1,Mining and quarrying facilities,S01006633,,S02001258,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EN,AB1  4EN,AB1 4EN,198001,199606,0,395510,804440,S00089121,7A1,Transitional Eastern European neighbourhood,S34003142,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EP,AB1  4EP,AB1 4EP,198001,199606,0,395180,804330,S00089123,7C2,Constrained young families,S34003154,E1,Mining and quarrying facilities,S01006630,,S02001257,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EQ,AB1  4EQ,AB1 4EQ,198001,199606,0,395100,804410,S00089127,7A1,Transitional Eastern European neighbourhood,S34002980,E1,Mining and quarrying facilities,S01006630,,S02001257,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4ER,AB1  4ER,AB1 4ER,198001,199606,0,395220,804390,S00089123,7C2,Constrained young families,S34003154,E1,Mining and quarrying facilities,S01006630,,S02001257,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4ES,AB1  4ES,AB1 4ES,198001,199606,0,395230,804430,S00089125,7C1,Challenged transitionaries,S34003154,E1,Mining and quarrying facilities,S01006633,,S02001258,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4ET,AB1  4ET,AB1 4ET,198001,199606,0,394880,804310,S00089126,7B1,Eastern European communities,S34002980,E1,Mining and quarrying facilities,S01006630,,S02001257,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EX,AB1  4EX,AB1 4EX,198001,199606,0,394930,804290,S00089124,7C1,Challenged transitionaries,S34002980,E1,Mining and quarrying facilities,S01006630,,S02001257,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EY,AB1  4EY,AB1 4EY,199512,199606,0,394325,800491,S00090869,6A2,Comfortable suburbia,S34003043,D2,Primarily residential suburbs,S01006615,,S02001255,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4EZ,AB1  4EZ,AB1 4EZ,199512,199606,0,394333,800646,S00090869,6A2,Comfortable suburbia,S34003043,D2,Primarily residential suburbs,S01006615,,S02001255,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4GZ,AB1  4GZ,AB1 4GZ,199405,199606,0,394770,803656,S00089121,7A1,Transitional Eastern European neighbourhood,S34000013,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HA,AB1  4HA,AB1 4HA,198001,199606,0,394750,804280,S00089128,8C3,Renting hard-pressed workers,S34002980,E1,Mining and quarrying facilities,S01006630,,S02001257,,4D,Hard-pressed flat dwellers,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HB,AB1  4HB,AB1 4HB,198001,199606,0,394874,803652,S00089121,7A1,Transitional Eastern European neighbourhood,S34000013,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HD,AB1  4HD,AB1 4HD,198107,199606,0,395240,801478,S00090240,6A3,Detached retirement living,S34003120,F3,Rural with mining or quarrying,S01006619,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HE,AB1  4HE,AB1 4HE,198107,199606,0,394902,801469,S00090855,5A1,White professionals,S34003147,F3,Rural with mining or quarrying,S01006620,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HF,AB1  4HF,AB1 4HF,198107,199606,0,394999,801594,S00090244,6B4,Older workers and retirement,S34003147,F3,Rural with mining or quarrying,S01006620,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HG,AB1  4HG,AB1 4HG,198107,199606,0,395114,801587,S00090247,6B4,Older workers and retirement,S34003147,F3,Rural with mining or quarrying,S01006620,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HH,AB1  4HH,AB1 4HH,198107,199606,0,395094,801471,S00090247,6B4,Older workers and retirement,S34003147,F3,Rural with mining or quarrying,S01006620,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HJ,AB1  4HJ,AB1 4HJ,198212,199606,0,394769,801562,S00090252,5A1,White professionals,S34003147,F3,Rural with mining or quarrying,S01006622,,S02001256,,3A,Achieving neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HL,AB1  4HL,AB1 4HL,198001,199606,0,394642,803990,S00089121,7A1,Transitional Eastern European neighbourhood,S34000011,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HN,AB1  4HN,AB1 4HN,198304,199606,0,394729,803861,S00089121,7A1,Transitional Eastern European neighbourhood,S34000011,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HP,AB1  4HP,AB1 4HP,199512,199606,0,394760,803750,S00089121,7A1,Transitional Eastern European neighbourhood,S34000013,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HQ,AB1  4HQ,AB1 4HQ,197308,199201,0,394730,803690,S00089121,7A1,Transitional Eastern European neighbourhood,S34000013,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HR,AB1  4HR,AB1 4HR,198001,199606,0,394824,803680,S00089121,7A1,Transitional Eastern European neighbourhood,S34000013,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HS,AB1  4HS,AB1 4HS,197308,199201,0,394800,803560,S00089121,7A1,Transitional Eastern European neighbourhood,S34000013,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HT,AB1  4HT,AB1 4HT,197308,199201,0,394770,803570,S00089121,7A1,Transitional Eastern European neighbourhood,S34000013,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HU,AB1  4HU,AB1 4HU,198209,199606,0,394740,800760,S00090852,5B3,Self-sufficient retirement,S34003144,D2,Primarily residential suburbs,S01006616,,S02001255,,3A,Achieving neighbourhoods,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HW,AB1  4HW,AB1 4HW,198310,199606,0,394829,801648,S00090249,5A1,White professionals,S34003147,F3,Rural with mining or quarrying,S01006621,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HX,AB1  4HX,AB1 4HX,198001,199606,0,394821,803069,S00089121,7A1,Transitional Eastern European neighbourhood,S34003048,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HY,AB1  4HY,AB1 4HY,198310,199606,0,394712,801698,S00090856,8A2,Industrious hardship,S34003147,F3,Rural with mining or quarrying,S01006621,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4HZ,AB1  4HZ,AB1 4HZ,198501,199606,0,395329,801239,S00090238,5A3,Families in terraces and flats,S34003120,F3,Rural with mining or quarrying,S01006619,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JA,AB1  4JA,AB1 4JA,198001,199606,0,394681,802894,S00089120,6B4,Older workers and retirement,S34003036,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JB,AB1  4JB,AB1 4JB,198001,199606,0,394691,802988,S00089121,7A1,Transitional Eastern European neighbourhood,S34003048,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JD,AB1  4JD,AB1 4JD,198001,199606,0,394561,802823,S00090392,6A3,Detached retirement living,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JE,AB1  4JE,AB1 4JE,198001,199606,0,395204,801672,S00090503,8B2,Hard pressed rented terraces,S34003120,F3,Rural with mining or quarrying,S01006620,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JF,AB1  4JF,AB1 4JF,198001,199606,0,394583,802556,S00089118,6A4,Ageing in suburbia,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JG,AB1  4JG,AB1 4JG,199302,199606,0,394513,802150,S00090392,6A3,Detached retirement living,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JH,AB1  4JH,AB1 4JH,198001,199606,0,395309,801790,S00090242,8B2,Hard pressed rented terraces,S34003120,F3,Rural with mining or quarrying,S01006619,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JJ,AB1  4JJ,AB1 4JJ,198001,199606,0,394441,802704,S00090392,6A3,Detached retirement living,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JL,AB1  4JL,AB1 4JL,197308,199201,0,394310,802520,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JN,AB1  4JN,AB1 4JN,198001,199606,0,394450,802770,S00089119,6A3,Detached retirement living,S34003048,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JP,AB1  4JP,AB1 4JP,198001,199606,0,394167,802544,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JQ,AB1  4JQ,AB1 4JQ,198001,199606,0,394468,802686,S00090392,6A3,Detached retirement living,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JR,AB1  4JR,AB1 4JR,198001,199606,0,394560,802568,S00089118,6A4,Ageing in suburbia,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JS,AB1  4JS,AB1 4JS,198001,199606,0,394525,802673,S00090392,6A3,Detached retirement living,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JT,AB1  4JT,AB1 4JT,198001,199606,0,394670,802810,S00089120,6B4,Older workers and retirement,S34003036,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JU,AB1  4JU,AB1 4JU,198001,199606,0,394620,802786,S00089120,6B4,Older workers and retirement,S34003036,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JW,AB1  4JW,AB1 4JW,198001,199606,0,395397,801815,S00090242,8B2,Hard pressed rented terraces,S34003120,F3,Rural with mining or quarrying,S01006619,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JX,AB1  4JX,AB1 4JX,198001,199606,0,394726,802695,S00089120,6B4,Older workers and retirement,S34003036,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JY,AB1  4JY,AB1 4JY,198001,199606,0,395321,801657,S00090504,8B2,Hard pressed rented terraces,S34003120,F3,Rural with mining or quarrying,S01006619,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4JZ,AB1  4JZ,AB1 4JZ,198001,199606,0,395752,803108,S00089121,7A1,Transitional Eastern European neighbourhood,S34003062,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LA,AB1  4LA,AB1 4LA,197308,198904,0,394820,802870,S00089121,7A1,Transitional Eastern European neighbourhood,S34003048,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LB,AB1  4LB,AB1 4LB,198001,199606,0,394920,802987,S00089120,6B4,Older workers and retirement,S34003036,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LD,AB1  4LD,AB1 4LD,198001,199606,0,394471,802550,S00090392,6A3,Detached retirement living,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LE,AB1  4LE,AB1 4LE,198001,199606,0,395506,802720,S00089121,7A1,Transitional Eastern European neighbourhood,S34000012,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LF,AB1  4LF,AB1 4LF,198009,199606,0,395188,802052,S00089120,6B4,Older workers and retirement,S34000010,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LG,AB1  4LG,AB1 4LG,198306,199606,0,394921,802627,S00089120,6B4,Older workers and retirement,S34000010,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LH,AB1  4LH,AB1 4LH,198001,199606,0,395586,802365,S00089120,6B4,Older workers and retirement,S34000010,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LJ,AB1  4LJ,AB1 4LJ,198001,199606,0,394239,801481,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LL,AB1  4LL,AB1 4LL,198001,199606,0,393407,800946,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LN,AB1  4LN,AB1 4LN,198001,199606,0,393729,800537,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LP,AB1  4LP,AB1 4LP,198001,199606,0,393262,800051,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LQ,AB1  4LQ,AB1 4LQ,198001,199606,0,393340,799240,S00092979,6A3,Detached retirement living,S34003212,E1,Mining and quarrying facilities,S01006848,,S02001295,,2A,Ageing rural neighbourhoods,S12000034,Aberdeenshire,,7A1,Country Living
AB1 4LR,AB1  4LR,AB1 4LR,198001,199606,0,394442,799799,S00090404,6A1,Indian tech achievers,S34003123,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LS,AB1  4LS,AB1 4LS,198001,199606,0,395414,801639,S00090373,6B2,White suburban communities,S34003120,F3,Rural with mining or quarrying,S01006619,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LT,AB1  4LT,AB1 4LT,198001,199606,0,395728,803409,S00089121,7A1,Transitional Eastern European neighbourhood,S34003142,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LU,AB1  4LU,AB1 4LU,198001,199606,0,395592,802717,S00089121,7A1,Transitional Eastern European neighbourhood,S34003062,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LW,AB1  4LW,AB1 4LW,198001,199606,0,395738,802907,S00089121,7A1,Transitional Eastern European neighbourhood,S34003062,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LX,AB1  4LX,AB1 4LX,198001,199606,0,394450,802582,S00090392,6A3,Detached retirement living,S34003036,E1,Mining and quarrying facilities,S01006608,,S02001254,,8C,Comfortable suburbia,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LY,AB1  4LY,AB1 4LY,198001,199606,0,395241,802434,S00089121,7A1,Transitional Eastern European neighbourhood,S34000012,E1,Mining and quarrying facilities,S01006623,,S02001256,,4B,Constrained renters,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
AB1 4LZ,AB1  4LZ,AB1 4LZ,198001,199606,0,395058,801826,S00090245,8B2,Hard pressed rented terraces,S34003147,F3,Rural with mining or quarrying,S01006620,,S02001256,,5B,Aspiring urban households,S12000033,Aberdeen City,,2A1,Larger Towns and Cities
